,0,1,2,3,4,5,6
459,1,11.36,153,Deteccion de terremotos,1,20.0,0
460,1,11.36,155,Deteccion de terremotos,1,20.0,0
461,1,11.36,158,Deteccion de terremotos,1,20.0,0
462,1,11.36,168,Deteccion de terremotos,1,20.0,0
463,1,11.36,172,Deteccion de terremotos,1,20.0,0
464,1,11.36,175,Deteccion de terremotos,1,20.0,0
465,1,11.36,177,Deteccion de terremotos,1,20.0,0
466,1,11.36,179,Deteccion de terremotos,1,20.0,0
467,1,11.36,180,Deteccion de terremotos,1,20.0,0
468,1,11.36,183,Deteccion de terremotos,1,20.0,0
469,1,11.36,186,Deteccion de terremotos,1,20.0,0
470,1,11.36,189,Deteccion de terremotos,1,20.0,0
471,1,11.36,190,Deteccion de terremotos,1,20.0,0
472,1,11.36,195,Deteccion de terremotos,1,20.0,0
473,1,11.36,201,Deteccion de terremotos,1,20.0,0
474,1,11.36,205,Deteccion de terremotos,1,20.0,0
475,1,11.36,207,Deteccion de terremotos,1,20.0,0
476,1,11.36,212,Deteccion de terremotos,1,20.0,0
477,1,11.36,214,Deteccion de terremotos,1,20.0,0
478,1,11.36,215,Deteccion de terremotos,1,20.0,0
479,1,11.36,219,Deteccion de terremotos,1,20.0,0
480,1,11.36,223,Deteccion de terremotos,1,20.0,0
481,1,11.36,228,Deteccion de terremotos,1,20.0,0
482,1,11.36,232,Deteccion de terremotos,1,20.0,0
483,1,11.36,237,Deteccion de terremotos,1,20.0,0
484,1,11.36,239,Deteccion de terremotos,1,20.0,0
485,1,11.36,242,Deteccion de terremotos,1,20.0,0
486,1,11.36,244,Deteccion de terremotos,1,20.0,0
487,1,11.36,246,Deteccion de terremotos,1,20.0,0
488,1,11.36,248,Deteccion de terremotos,1,20.0,0
489,1,11.36,255,Deteccion de terremotos,1,20.0,0
490,1,11.36,257,Deteccion de terremotos,1,20.0,0
491,1,11.36,263,Deteccion de terremotos,1,20.0,0
492,1,11.36,265,Deteccion de terremotos,1,20.0,0
493,1,11.36,266,Deteccion de terremotos,1,20.0,0
494,1,11.36,267,Deteccion de terremotos,1,20.0,0
495,1,11.36,270,Deteccion de terremotos,1,20.0,0
496,1,11.36,277,Deteccion de terremotos,1,20.0,0
497,1,11.36,282,Deteccion de terremotos,1,20.0,0
498,1,11.36,290,Deteccion de terremotos,1,20.0,0
499,1,11.36,296,Deteccion de terremotos,1,20.0,0
500,1,11.36,297,Deteccion de terremotos,1,20.0,0
501,1,11.36,306,Deteccion de terremotos,1,20.0,0
502,1,11.36,310,Deteccion de terremotos,1,20.0,0
503,1,11.36,313,Deteccion de terremotos,1,20.0,0
504,1,11.36,315,Deteccion de terremotos,1,20.0,0
505,1,11.36,319,Deteccion de terremotos,1,20.0,0
506,1,11.36,323,Deteccion de terremotos,1,20.0,0
507,1,11.36,324,Deteccion de terremotos,1,20.0,0
508,1,11.36,326,Deteccion de terremotos,1,20.0,0
509,1,11.36,339,Deteccion de terremotos,1,20.0,0
510,1,11.36,341,Deteccion de terremotos,1,20.0,0
511,1,11.36,342,Deteccion de terremotos,1,20.0,0
512,1,11.36,347,Deteccion de terremotos,1,20.0,0
513,1,11.36,348,Deteccion de terremotos,1,20.0,0
514,1,11.36,352,Deteccion de terremotos,1,20.0,0
515,1,11.36,355,Deteccion de terremotos,1,20.0,0
516,1,11.36,356,Deteccion de terremotos,1,20.0,0
517,1,11.36,358,Deteccion de terremotos,1,20.0,0
518,1,11.36,364,Deteccion de terremotos,1,20.0,0
519,1,11.36,368,Deteccion de terremotos,1,20.0,0
520,1,11.36,372,Deteccion de terremotos,1,20.0,0
521,1,11.36,375,Deteccion de terremotos,1,20.0,0
522,1,11.36,376,Deteccion de terremotos,1,20.0,0
523,1,11.36,377,Deteccion de terremotos,1,20.0,0
524,1,11.36,378,Deteccion de terremotos,1,20.0,0
525,1,11.36,379,Deteccion de terremotos,1,20.0,0
526,1,11.36,381,Deteccion de terremotos,1,20.0,0
527,1,11.36,386,Deteccion de terremotos,1,20.0,0
528,1,11.36,387,Deteccion de terremotos,1,20.0,0
529,1,11.36,400,Deteccion de terremotos,1,20.0,0
530,1,11.36,403,Deteccion de terremotos,1,20.0,0
531,1,11.36,410,Deteccion de terremotos,1,20.0,0
532,1,11.36,425,Deteccion de terremotos,1,20.0,0
533,1,11.36,428,Deteccion de terremotos,1,20.0,0
534,1,11.36,432,Deteccion de terremotos,1,20.0,0
535,1,11.36,440,Deteccion de terremotos,1,20.0,0
536,1,11.36,441,Deteccion de terremotos,1,20.0,0
537,1,11.36,445,Deteccion de terremotos,1,20.0,0
538,1,11.36,451,Deteccion de terremotos,1,20.0,0
539,1,11.36,456,Deteccion de terremotos,1,20.0,0
540,1,11.36,459,Deteccion de terremotos,1,20.0,0
541,1,11.36,464,Deteccion de terremotos,1,20.0,0
542,1,11.36,473,Deteccion de terremotos,1,20.0,0
543,1,11.36,477,Deteccion de terremotos,1,20.0,0
544,1,11.36,478,Deteccion de terremotos,1,20.0,0
545,1,11.36,480,Deteccion de terremotos,1,20.0,0
546,1,11.36,481,Deteccion de terremotos,1,20.0,0
547,1,11.36,486,Deteccion de terremotos,1,20.0,0
548,1,11.36,488,Deteccion de terremotos,1,20.0,0
549,1,11.36,490,Deteccion de terremotos,1,20.0,0
550,1,11.36,498,Deteccion de terremotos,1,20.0,0
551,1,11.36,501,Deteccion de terremotos,1,20.0,0
552,1,11.36,503,Deteccion de terremotos,1,20.0,0
553,1,11.36,504,Deteccion de terremotos,1,20.0,0
554,1,11.36,509,Deteccion de terremotos,1,20.0,0
555,1,11.36,511,Deteccion de terremotos,1,20.0,0
556,1,11.36,513,Deteccion de terremotos,1,20.0,0
557,1,11.36,521,Deteccion de terremotos,1,20.0,0
558,1,11.36,526,Deteccion de terremotos,1,20.0,0
559,1,11.36,527,Deteccion de terremotos,1,20.0,0
560,1,11.36,528,Deteccion de terremotos,1,20.0,0
561,1,11.36,529,Deteccion de terremotos,1,20.0,0
562,1,11.36,531,Deteccion de terremotos,1,20.0,0
563,1,11.36,534,Deteccion de terremotos,1,20.0,0
564,1,11.36,537,Deteccion de terremotos,1,20.0,0
565,1,11.36,543,Deteccion de terremotos,1,20.0,0
566,1,11.36,544,Deteccion de terremotos,1,20.0,0
567,1,11.36,549,Deteccion de terremotos,1,20.0,0
568,1,11.36,550,Deteccion de terremotos,1,20.0,0
569,1,11.36,551,Deteccion de terremotos,1,20.0,0
570,1,11.36,553,Deteccion de terremotos,1,20.0,0
571,1,11.36,557,Deteccion de terremotos,1,20.0,0
572,1,11.36,561,Deteccion de terremotos,1,20.0,0
573,1,11.36,565,Deteccion de terremotos,1,20.0,0
574,1,11.36,566,Deteccion de terremotos,1,20.0,0
575,1,11.36,572,Deteccion de terremotos,1,20.0,0
576,1,11.36,574,Deteccion de terremotos,1,20.0,0
577,1,11.36,575,Deteccion de terremotos,1,20.0,0
578,1,11.36,581,Deteccion de terremotos,1,20.0,0
579,1,11.36,588,Deteccion de terremotos,1,20.0,0
580,1,11.36,598,Deteccion de terremotos,1,20.0,0
581,1,11.36,601,Deteccion de terremotos,1,20.0,0
582,1,11.36,603,Deteccion de terremotos,1,20.0,0
583,1,11.36,610,Deteccion de terremotos,1,20.0,0
584,1,11.36,615,Deteccion de terremotos,1,20.0,0
585,1,11.36,618,Deteccion de terremotos,1,20.0,0
586,1,11.36,620,Deteccion de terremotos,1,20.0,0
587,1,11.36,622,Deteccion de terremotos,1,20.0,0
588,1,11.36,625,Deteccion de terremotos,1,20.0,0
589,1,11.37,10,Deteccion de terremotos,1,20.0,0
590,1,11.37,19,Deteccion de terremotos,1,20.0,0
591,1,11.37,24,Deteccion de terremotos,1,20.0,0
592,1,11.37,25,Deteccion de terremotos,1,20.0,0
593,1,11.37,34,Deteccion de terremotos,1,20.0,0
594,1,11.37,38,Deteccion de terremotos,1,20.0,0
595,1,11.37,41,Deteccion de terremotos,1,20.0,0
596,1,11.37,43,Deteccion de terremotos,1,20.0,0
597,1,11.37,51,Deteccion de terremotos,1,20.0,0
598,1,11.37,53,Deteccion de terremotos,1,20.0,0
599,1,11.37,58,Deteccion de terremotos,1,20.0,0
600,1,11.37,63,Deteccion de terremotos,1,20.0,0
601,1,11.37,64,Deteccion de terremotos,1,20.0,0
602,1,11.37,66,Deteccion de terremotos,1,20.0,0
603,1,11.37,68,Deteccion de terremotos,1,20.0,0
604,1,11.37,70,Deteccion de terremotos,1,20.0,0
605,1,11.37,74,Deteccion de terremotos,1,20.0,0
606,1,11.37,76,Deteccion de terremotos,1,20.0,0
607,1,11.37,80,Deteccion de terremotos,1,20.0,0
608,1,11.37,85,Deteccion de terremotos,1,20.0,0
609,1,11.37,92,Deteccion de terremotos,1,20.0,0
610,1,11.37,94,Deteccion de terremotos,1,20.0,0
611,1,11.37,110,Deteccion de terremotos,1,20.0,0
612,1,11.37,112,Deteccion de terremotos,1,20.0,0
613,1,11.37,113,Deteccion de terremotos,1,20.0,0
614,1,11.37,116,Deteccion de terremotos,1,20.0,0
615,1,11.37,119,Deteccion de terremotos,1,20.0,0
616,1,11.37,121,Deteccion de terremotos,1,20.0,0
617,1,11.37,132,Deteccion de terremotos,1,20.0,0
618,1,11.37,141,Deteccion de terremotos,1,20.0,0
619,1,11.37,145,Deteccion de terremotos,1,20.0,0
620,1,11.37,147,Deteccion de terremotos,1,20.0,0
621,1,11.37,152,Deteccion de terremotos,1,20.0,0
622,1,11.37,154,Deteccion de terremotos,1,20.0,0
623,1,11.37,157,Deteccion de terremotos,1,20.0,0
624,1,11.37,164,Deteccion de terremotos,1,20.0,0
625,1,11.37,169,Deteccion de terremotos,1,20.0,0
626,1,11.37,173,Deteccion de terremotos,1,20.0,0
627,1,11.37,176,Deteccion de terremotos,1,20.0,0
628,1,11.37,181,Deteccion de terremotos,1,20.0,0
629,1,11.37,184,Deteccion de terremotos,1,20.0,0
630,1,11.37,192,Deteccion de terremotos,1,20.0,0
631,1,11.37,193,Deteccion de terremotos,1,20.0,0
632,1,11.37,196,Deteccion de terremotos,1,20.0,0
633,1,11.37,226,Deteccion de terremotos,1,20.0,0
634,1,11.37,233,Deteccion de terremotos,1,20.0,0
635,1,11.37,241,Deteccion de terremotos,1,20.0,0
636,1,11.37,245,Deteccion de terremotos,1,20.0,0
637,1,11.37,253,Deteccion de terremotos,1,20.0,0
638,1,11.37,258,Deteccion de terremotos,1,20.0,0
639,1,11.37,260,Deteccion de terremotos,1,20.0,0
640,1,11.37,262,Deteccion de terremotos,1,20.0,0
641,1,11.37,268,Deteccion de terremotos,1,20.0,0
642,1,11.37,271,Deteccion de terremotos,1,20.0,0
643,1,11.37,274,Deteccion de terremotos,1,20.0,0
644,1,11.37,281,Deteccion de terremotos,1,20.0,0
645,1,11.37,285,Deteccion de terremotos,1,20.0,0
646,1,11.37,298,Deteccion de terremotos,1,20.0,0
647,1,11.37,302,Deteccion de terremotos,1,20.0,0
648,1,11.37,304,Deteccion de terremotos,1,20.0,0
649,1,11.37,305,Deteccion de terremotos,1,20.0,0
650,1,11.37,309,Deteccion de terremotos,1,20.0,0
651,1,11.37,325,Deteccion de terremotos,1,20.0,0
652,1,11.37,331,Deteccion de terremotos,1,20.0,0
653,1,11.37,338,Deteccion de terremotos,1,20.0,0
654,1,11.37,353,Deteccion de terremotos,1,20.0,0
655,1,11.37,357,Deteccion de terremotos,1,20.0,0
656,1,11.37,360,Deteccion de terremotos,1,20.0,0
657,1,11.37,362,Deteccion de terremotos,1,20.0,0
658,1,11.37,365,Deteccion de terremotos,1,20.0,0
659,1,11.37,366,Deteccion de terremotos,1,20.0,0
660,1,11.37,367,Deteccion de terremotos,1,20.0,0
661,1,11.37,370,Deteccion de terremotos,1,20.0,0
662,1,11.37,389,Deteccion de terremotos,1,20.0,0
663,1,11.37,395,Deteccion de terremotos,1,20.0,0
664,1,11.37,396,Deteccion de terremotos,1,20.0,0
665,1,11.37,398,Deteccion de terremotos,1,20.0,0
666,1,11.37,407,Deteccion de terremotos,1,20.0,0
667,1,11.37,427,Deteccion de terremotos,1,20.0,0
668,1,11.37,429,Deteccion de terremotos,1,20.0,0
669,1,11.37,431,Deteccion de terremotos,1,20.0,0
670,1,11.37,433,Deteccion de terremotos,1,20.0,0
671,1,11.37,435,Deteccion de terremotos,1,20.0,0
672,1,11.37,439,Deteccion de terremotos,1,20.0,0
673,1,11.37,442,Deteccion de terremotos,1,20.0,0
674,1,11.37,448,Deteccion de terremotos,1,20.0,0
675,1,11.37,457,Deteccion de terremotos,1,20.0,0
676,1,11.37,458,Deteccion de terremotos,1,20.0,0
677,1,11.37,461,Deteccion de terremotos,1,20.0,0
678,1,11.37,466,Deteccion de terremotos,1,20.0,0
679,1,11.37,476,Deteccion de terremotos,1,20.0,0
680,1,11.37,485,Deteccion de terremotos,1,20.0,0
681,1,11.37,487,Deteccion de terremotos,1,20.0,0
682,1,11.37,494,Deteccion de terremotos,1,20.0,0
683,1,11.37,499,Deteccion de terremotos,1,20.0,0
684,1,11.37,514,Deteccion de terremotos,1,20.0,0
685,1,11.37,516,Deteccion de terremotos,1,20.0,0
686,1,11.37,523,Deteccion de terremotos,1,20.0,0
687,1,11.37,524,Deteccion de terremotos,1,20.0,0
688,1,11.37,539,Deteccion de terremotos,1,20.0,0
689,1,11.37,541,Deteccion de terremotos,1,20.0,0
690,1,11.37,548,Deteccion de terremotos,1,20.0,0
691,1,11.37,558,Deteccion de terremotos,1,20.0,0
692,1,11.37,560,Deteccion de terremotos,1,20.0,0
693,1,11.37,562,Deteccion de terremotos,1,20.0,0
694,1,11.37,563,Deteccion de terremotos,1,20.0,0
695,1,11.37,564,Deteccion de terremotos,1,20.0,0
696,1,11.37,569,Deteccion de terremotos,1,20.0,0
697,1,11.37,571,Deteccion de terremotos,1,20.0,0
698,1,11.37,576,Deteccion de terremotos,1,20.0,0
699,1,11.37,585,Deteccion de terremotos,1,20.0,0
700,1,11.37,590,Deteccion de terremotos,1,20.0,0
701,1,11.37,597,Deteccion de terremotos,1,20.0,0
702,1,11.37,604,Deteccion de terremotos,1,20.0,0
703,1,11.37,608,Deteccion de terremotos,1,20.0,0
704,1,11.37,616,Deteccion de terremotos,1,20.0,0
705,1,11.37,617,Deteccion de terremotos,1,20.0,0
706,1,11.37,619,Deteccion de terremotos,1,20.0,0
707,0,11.38,28,Monitoreo de agua y electricidad,0,22.45,1
708,1,11.38,7,Deteccion de terremotos,1,20.0,0
709,1,11.38,18,Deteccion de terremotos,1,20.0,0
710,1,11.38,95,Deteccion de terremotos,1,20.0,0
711,1,11.38,146,Deteccion de terremotos,1,20.0,0
712,1,11.38,216,Deteccion de terremotos,1,20.0,0
713,1,11.38,222,Deteccion de terremotos,1,20.0,0
714,1,11.38,231,Deteccion de terremotos,1,20.0,0
715,1,11.38,279,Deteccion de terremotos,1,20.0,0
716,1,11.38,283,Deteccion de terremotos,1,20.0,0
717,1,11.38,351,Deteccion de terremotos,1,20.0,0
718,1,11.38,422,Deteccion de terremotos,1,20.0,0
719,1,11.38,424,Deteccion de terremotos,1,20.0,0
720,1,11.38,437,Deteccion de terremotos,1,20.0,0
721,1,11.38,438,Deteccion de terremotos,1,20.0,0
722,1,11.38,450,Deteccion de terremotos,1,20.0,0
723,1,11.38,483,Deteccion de terremotos,1,20.0,0
724,1,11.38,547,Deteccion de terremotos,1,20.0,0
725,1,11.38,555,Deteccion de terremotos,1,20.0,0
726,1,11.38,586,Deteccion de terremotos,1,20.0,0
727,0,11.4,59,Monitoreo de agua y electricidad,0,20.39,1
728,0,11.43,150,Monitoreo de agua y electricidad,0,20.23,1
729,0,11.61,363,Control de iluminacion,0,20.17,0
730,0,11.71,148,Monitoreo de agua y electricidad,0,20.01,1
731,0,11.77,13,Control de iluminacion,0,20.11,0
732,0,11.78,233,Monitoreo de agua y electricidad,0,20.01,1
733,0,11.79,68,Control de iluminacion,0,22.16,0
734,0,11.82,216,Monitoreo de agua y electricidad,0,20.63,1
735,0,11.83,32,Monitoreo de agua y electricidad,0,20.48,1
736,0,11.92,51,Deteccion de terremotos,0,25.8,0
737,0,11.93,479,Deteccion de terremotos,0,20.96,0
738,0,11.98,156,Monitoreo de agua y electricidad,0,26.58,1
739,0,11.98,165,Monitoreo de agua y electricidad,0,21.12,1
740,0,12.0,224,Monitoreo de agua y electricidad,0,20.14,1
741,0,12.08,60,Monitoreo de agua y electricidad,0,23.46,1
742,0,12.2,608,Deteccion de terremotos,0,20.02,0
743,0,12.22,321,Control de iluminacion,0,20.13,0
744,0,12.29,244,Control de iluminacion,0,20.72,0
745,0,12.32,264,Control de iluminacion,0,20.72,0
746,0,12.36,258,Monitoreo de agua y electricidad,0,20.03,1
747,0,12.38,111,Monitoreo de agua y electricidad,0,20.31,1
748,0,12.4,256,Monitoreo de agua y electricidad,0,22.41,1
749,0,12.41,34,Monitoreo de agua y electricidad,0,20.65,1
750,0,12.52,80,Control de iluminacion,0,20.93,0
751,0,12.54,154,Monitoreo de agua y electricidad,0,21.12,1
752,0,12.55,94,Monitoreo de agua y electricidad,0,40.77,1
753,0,12.55,185,Monitoreo de agua y electricidad,0,22.08,1
754,0,12.57,309,Control de iluminacion,0,20.65,0
755,0,12.62,188,Monitoreo de agua y electricidad,0,23.36,1
756,0,12.64,344,Control de iluminacion,0,22.85,0
757,0,12.65,214,Monitoreo de agua y electricidad,0,20.36,1
758,0,12.67,330,Control de iluminacion,0,25.18,0
759,0,12.69,124,Monitoreo de agua y electricidad,0,21.75,1
760,0,12.71,82,Control de iluminacion,0,20.25,0
761,0,12.71,40,Monitoreo de agua y electricidad,0,28.64,1
762,0,12.77,94,Control de iluminacion,0,20.51,0
763,0,12.79,212,Control de iluminacion,0,20.13,0
764,0,12.81,29,Monitoreo de agua y electricidad,0,21.25,1
765,0,12.82,174,Control de iluminacion,0,21.43,0
766,0,12.82,43,Monitoreo de agua y electricidad,0,20.92,1
767,0,12.9,159,Control de iluminacion,0,23.53,0
768,0,12.9,211,Monitoreo de agua y electricidad,0,47.54,1
769,0,12.91,186,Monitoreo de agua y electricidad,0,58.14,1
770,0,12.94,189,Monitoreo de agua y electricidad,0,29.62,1
771,0,12.98,292,Control de iluminacion,0,20.33,0
772,0,13.04,82,Control de iluminacion,0,22.74,0
773,0,13.15,317,Control de iluminacion,0,25.25,0
774,0,13.16,35,Control de iluminacion,0,90.38,0
775,0,13.16,88,Monitoreo de agua y electricidad,0,20.22,1
776,0,13.17,62,Monitoreo de agua y electricidad,0,20.02,1
777,0,13.18,52,Monitoreo de agua y electricidad,0,21.78,1
778,0,13.19,93,Monitoreo de agua y electricidad,0,23.63,1
779,0,13.2,248,Monitoreo de agua y electricidad,0,20.19,1
780,0,13.21,89,Monitoreo de agua y electricidad,0,32.52,1
781,0,13.24,178,Monitoreo de agua y electricidad,0,20.23,1
782,0,13.25,96,Monitoreo de agua y electricidad,0,20.25,1
783,0,13.26,317,Control de iluminacion,0,33.08,0
784,0,13.26,240,Monitoreo de agua y electricidad,0,21.44,1
785,0,13.28,190,Monitoreo de agua y electricidad,0,20.16,1
786,0,13.29,171,Control de iluminacion,0,23.72,0
787,0,13.34,103,Monitoreo de agua y electricidad,0,20.57,1
788,0,13.39,14,Monitoreo de agua y electricidad,0,25.17,1
789,0,13.42,130,Control de iluminacion,0,21.05,0
790,0,13.44,90,Monitoreo de agua y electricidad,0,20.22,1
791,0,13.47,263,Monitoreo de agua y electricidad,0,29.27,1
792,0,13.48,66,Monitoreo de agua y electricidad,0,25.81,1
793,0,13.48,122,Monitoreo de agua y electricidad,0,22.8,1
794,0,13.5,507,Deteccion de terremotos,0,20.63,0
795,0,13.5,292,Control de iluminacion,0,20.44,0
796,0,13.51,190,Control de iluminacion,0,27.18,0
797,0,13.53,260,Monitoreo de agua y electricidad,0,23.16,1
798,0,13.57,425,Deteccion de terremotos,0,20.19,0
799,0,13.58,220,Monitoreo de agua y electricidad,0,26.27,1
800,0,13.59,70,Monitoreo de agua y electricidad,0,20.11,1
801,0,13.61,119,Monitoreo de agua y electricidad,0,20.07,1
802,0,13.61,143,Monitoreo de agua y electricidad,0,20.08,1
803,0,13.62,21,Control de iluminacion,0,22.8,0
804,0,13.66,319,Control de iluminacion,0,21.41,0
805,0,13.66,212,Control de iluminacion,0,20.85,0
806,0,13.67,257,Monitoreo de agua y electricidad,0,21.46,1
807,0,13.68,41,Monitoreo de agua y electricidad,0,27.18,1
808,0,13.68,65,Monitoreo de agua y electricidad,0,20.09,1
809,0,13.71,221,Monitoreo de agua y electricidad,0,20.45,1
810,0,13.72,259,Monitoreo de agua y electricidad,0,22.16,1
811,0,13.74,325,Control de iluminacion,0,20.54,0
812,0,13.79,48,Monitoreo de agua y electricidad,0,25.43,1
813,0,13.8,226,Monitoreo de agua y electricidad,0,20.35,1
814,0,13.82,542,Deteccion de terremotos,0,71.4,0
815,0,13.82,192,Monitoreo de agua y electricidad,0,20.02,1
816,0,13.86,62,Control de iluminacion,0,20.14,0
817,0,13.87,161,Control de iluminacion,0,20.18,0
818,0,13.92,68,Monitoreo de agua y electricidad,0,20.9,1
819,0,13.99,67,Monitoreo de agua y electricidad,0,26.52,1
820,0,14.03,422,Deteccion de terremotos,0,21.06,0
821,0,14.03,128,Monitoreo de agua y electricidad,0,20.56,1
822,0,14.04,73,Monitoreo de agua y electricidad,0,20.0,1
823,0,14.1,20,Monitoreo de agua y electricidad,0,20.11,1
824,0,14.21,583,Deteccion de terremotos,0,21.6,0
825,0,14.22,137,Control de iluminacion,0,21.11,0
826,0,14.26,44,Monitoreo de agua y electricidad,0,20.74,1
827,0,14.27,98,Monitoreo de agua y electricidad,0,20.58,1
828,0,14.33,121,Monitoreo de agua y electricidad,0,20.29,1
829,0,14.34,174,Monitoreo de agua y electricidad,0,20.65,1
830,0,14.34,200,Monitoreo de agua y electricidad,0,29.4,1
831,0,14.35,86,Monitoreo de agua y electricidad,0,20.79,1
832,0,14.36,175,Monitoreo de agua y electricidad,0,20.18,1
833,0,14.42,167,Control de iluminacion,0,65.09,0
834,0,14.42,231,Monitoreo de agua y electricidad,0,20.01,1
835,0,14.46,162,Control de iluminacion,0,21.41,0
836,0,14.53,162,Control de iluminacion,0,20.03,0
837,0,14.56,184,Control de iluminacion,0,20.21,0
838,0,14.57,201,Control de iluminacion,0,24.48,0
839,0,14.64,107,Monitoreo de agua y electricidad,0,20.57,1
840,0,14.66,25,Control de iluminacion,0,20.13,0
841,0,14.69,129,Control de iluminacion,0,20.06,0
842,0,14.69,196,Monitoreo de agua y electricidad,0,20.2,1
843,0,14.7,133,Control de iluminacion,0,22.25,0
844,0,14.7,228,Monitoreo de agua y electricidad,0,28.97,1
845,0,14.72,83,Monitoreo de agua y electricidad,0,30.0,1
846,0,14.75,316,Control de iluminacion,0,20.01,0
847,0,14.83,283,Control de iluminacion,0,23.5,0
848,0,14.83,39,Monitoreo de agua y electricidad,0,31.81,1
849,0,14.85,197,Monitoreo de agua y electricidad,0,20.13,1
850,0,14.92,168,Monitoreo de agua y electricidad,0,20.21,1
851,0,14.93,333,Control de iluminacion,0,24.18,0
852,0,14.95,517,Deteccion de terremotos,0,65.68,0
853,0,14.95,261,Monitoreo de agua y electricidad,0,20.05,1
854,0,14.99,255,Monitoreo de agua y electricidad,0,26.09,1
855,0,15.0,129,Control de iluminacion,0,21.42,0
856,0,15.02,48,Control de iluminacion,0,21.03,0
857,0,15.02,195,Monitoreo de agua y electricidad,0,20.07,1
858,0,15.05,97,Control de iluminacion,0,20.05,0
859,0,15.08,136,Monitoreo de agua y electricidad,0,21.59,1
860,0,15.09,197,Deteccion de terremotos,0,20.09,0
861,0,15.2,116,Deteccion de terremotos,0,22.24,0
862,0,15.27,134,Monitoreo de agua y electricidad,0,22.7,1
863,0,15.27,241,Monitoreo de agua y electricidad,0,20.27,1
864,0,15.29,153,Monitoreo de agua y electricidad,0,20.51,1
865,0,15.33,263,Control de iluminacion,0,23.3,0
866,0,15.37,166,Monitoreo de agua y electricidad,0,23.77,1
867,0,15.38,138,Monitoreo de agua y electricidad,0,20.86,1
868,0,15.4,151,Control de iluminacion,0,21.19,0
869,0,15.43,36,Control de iluminacion,0,25.01,0
870,0,15.43,105,Monitoreo de agua y electricidad,0,20.67,1
871,0,15.46,33,Monitoreo de agua y electricidad,0,102.34,1
872,0,15.47,135,Monitoreo de agua y electricidad,0,20.34,1
873,0,15.49,56,Monitoreo de agua y electricidad,0,20.02,1
874,0,15.49,180,Monitoreo de agua y electricidad,0,20.27,1
875,0,15.57,229,Control de iluminacion,0,39.91,0
876,0,15.58,108,Monitoreo de agua y electricidad,0,23.92,1
877,0,15.59,317,Control de iluminacion,0,31.4,0
878,0,15.63,159,Monitoreo de agua y electricidad,0,20.11,1
879,0,15.64,183,Control de iluminacion,0,20.25,0
880,0,15.69,252,Monitoreo de agua y electricidad,0,20.32,1
881,0,15.7,53,Monitoreo de agua y electricidad,0,25.38,1
882,0,15.73,202,Deteccion de terremotos,0,23.26,0
883,0,15.73,147,Monitoreo de agua y electricidad,0,20.01,1
884,0,15.74,313,Control de iluminacion,0,23.11,0
885,0,15.75,65,Control de iluminacion,0,21.73,0
886,0,15.75,99,Control de iluminacion,0,20.09,0
887,0,15.75,26,Monitoreo de agua y electricidad,0,20.79,1
888,0,15.8,136,Control de iluminacion,0,20.24,0
889,0,15.81,39,Control de iluminacion,0,21.3,0
890,0,15.81,122,Control de iluminacion,0,25.22,0
891,0,15.82,101,Control de iluminacion,0,20.26,0
892,0,15.88,113,Control de iluminacion,0,20.2,0
893,0,15.91,52,Control de iluminacion,0,22.86,0
894,0,15.96,167,Monitoreo de agua y electricidad,0,20.38,1
895,0,16.04,211,Deteccion de terremotos,0,20.61,0
896,0,16.3,285,Control de iluminacion,0,20.25,0
897,0,16.3,54,Monitoreo de agua y electricidad,0,37.33,1
898,0,16.33,184,Control de iluminacion,0,20.18,0
899,0,16.34,3,Control de iluminacion,0,22.59,0
900,0,16.36,166,Deteccion de terremotos,0,20.12,0
901,0,16.36,243,Monitoreo de agua y electricidad,0,21.26,1
902,0,16.37,75,Monitoreo de agua y electricidad,0,20.78,1
903,0,16.38,327,Control de iluminacion,0,24.51,0
904,0,16.38,21,Monitoreo de agua y electricidad,0,20.5,1
905,0,16.42,245,Monitoreo de agua y electricidad,0,20.12,1
906,0,16.43,131,Control de iluminacion,0,20.35,0
907,0,16.43,374,Control de iluminacion,0,20.6,0
908,0,16.43,6,Monitoreo de agua y electricidad,0,23.0,1
909,0,16.48,11,Monitoreo de agua y electricidad,0,20.04,1
910,0,16.55,160,Control de iluminacion,0,24.58,0
911,0,16.59,244,Monitoreo de agua y electricidad,0,20.02,1
912,0,16.67,27,Monitoreo de agua y electricidad,0,23.08,1
913,0,16.68,40,Control de iluminacion,0,20.1,0
914,0,16.84,240,Control de iluminacion,0,21.77,0
915,0,16.85,56,Control de iluminacion,0,25.95,0
916,0,16.85,141,Monitoreo de agua y electricidad,0,22.28,1
917,0,17.0,134,Control de iluminacion,0,20.57,0
918,0,17.01,267,Control de iluminacion,0,20.36,0
919,0,17.08,91,Deteccion de terremotos,0,43.33,0
920,0,17.09,404,Deteccion de terremotos,0,20.97,0
921,0,17.09,206,Monitoreo de agua y electricidad,0,20.02,1
922,0,17.13,219,Monitoreo de agua y electricidad,0,20.3,1
923,0,17.14,218,Monitoreo de agua y electricidad,0,27.22,1
924,0,17.15,116,Monitoreo de agua y electricidad,0,28.25,1
925,0,17.18,477,Deteccion de terremotos,0,20.78,0
926,0,17.22,57,Monitoreo de agua y electricidad,0,21.88,1
927,0,17.25,140,Monitoreo de agua y electricidad,0,20.06,1
928,0,17.26,199,Control de iluminacion,0,20.56,0
929,0,17.26,287,Control de iluminacion,0,36.23,0
